tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,icon,Total_RE
0.868608414239482,0.8454602477663763,0.8446671438797422,0.831752055660974,0.8674993022603055,0.8545095457537855,0.7641256255552137,0.43056436271401394,0.0009274637102862196,0.25,0.07413333333333333,,,0.42463633549984525,0.3267441860465115,0.16958299264104668,0.36534357661118105,0.4360808153048454,0.49647887323943685,0.8195102151265052,0.821316614420063,0.8823529411764706,0.037037037037037035,0.3163265306122449,0.0,0.5113963479708996
0.8097087378640775,0.8249960796623806,0.824624194702935,0.8051865907653383,0.8492883058884992,0.8452929558920342,0.819612678573962,0.48509828788839565,0.09706015572762762,0.125,0.07404444444444444,,,0.37016403590219743,0.3796511627906975,0.3728127555192151,0.28851899274433956,0.38762739138208474,0.42957746478873243,0.8933838452171559,0.894984326018809,0.9607843137254902,0.037037037037037035,0.34693877551020413,1.0,0.5696716613956833
0.8291262135922328,0.860984789086649,0.8274874731567645,0.840607210626186,0.881314540887193,0.8512179065174458,0.8450714440766817,0.5516804058338619,0.0018333584970774105,0.375,0.1481777777777778,,,0.3946146703806871,0.4052325581395349,0.7494685200327065,0.23815620998719353,0.5108170927945647,0.45950704225352096,0.9182338880620573,0.9195402298850576,0.9803921568627451,0.14814814814814814,0.3877551020408163,1.0,0.6915771902596921
0.7372168284789643,0.8511055355192029,0.7730851825340015,0.7469955724225174,0.8725230253973556,0.8018433179723503,0.8156959454196974,0.5792644261255547,0.004610357397062312,0.5,0.2592,,,0.5311049210770659,0.5598837209302324,0.5778004905968931,0.2518139137857417,0.6438405149293761,0.4577464788732393,0.8261849997745004,0.829153605015674,0.8823529411764706,0.037037037037037035,0.4183673469387755,0.3333333333333333,0.6673895145873973
0.5339805825242717,0.7925356750836285,0.6370794559770938,0.5338393421884882,0.8204018978504615,0.6754443712969058,0.7438891709248466,0.6743817374762205,0.14932165735608133,0.75,0.5184888888888889,,,0.5793871866295265,0.39186046511627903,0.3768601798855274,0.3064447289799381,0.7852672984087251,0.4154929577464787,0.48843187660668375,0.48850574712643674,0.5294117647058824,0.037037037037037035,0.45918367346938777,0.3333333333333333,0.8081115545947467
0.603883495145631,0.7269092049570212,0.6456692913385826,0.5996204933586337,0.7620011163822551,0.6787360105332455,0.6838325958927898,0.5431198478123018,0.27752194637965616,0.375,0.3332444444444444,,,0.6019808108944598,0.47848837209302325,0.44582992641046604,0.41613316261203326,0.5460396924727338,0.44014084507042267,0.7090154692644207,0.7074190177638456,0.7450980392156863,0.037037037037037035,0.4897959183673469,0.3333333333333333,0.8250509962744771
0.7126213592233009,0.7226752391424013,0.728704366499642,0.6869070208728653,0.7582333240294675,0.7504937458854509,0.6205120765655123,0.32371591629676605,0.003812307227746263,0.375,0.1112,,,0.47260909935004647,0.3563953488372093,0.36631234668847107,0.44985061886470323,0.44519935633828,0.5598591549295778,0.9060118161728227,0.9033437826541275,0.8823529411764706,0.037037037037037035,0.5102040816326531,0.0,0.5855237037876805
0.8097087378640777,0.7755998118251491,0.788117394416607,0.7811511701454773,0.8053307284393114,0.8018433179723503,0.6681656632757315,0.36937222574508555,0.0,0.0,0.0,,,0.27576601671309187,0.261046511627907,0.3309893704006542,0.3260776781903537,0.4058644734489541,0.5193661971830987,0.9325305551797229,0.9357366771159877,0.8823529411764706,0.037037037037037035,0.5612244897959184,0.0,0.4629387458317534
0.8090614886731392,0.789007370238112,0.8217609162491054,0.8001265022137886,0.8172620708898052,0.8380513495720869,0.7575977369647728,0.48700063411540884,0.0,0.0,0.0,,,0.2596719281956051,0.12151162790697675,0.7599754701553558,0.3201024327784862,0.3486500983372072,0.47535211267605626,0.9792540477156902,0.978578892371996,0.9607843137254902,0.037037037037037035,0.5918367346938775,1.0,0.4868726324554441
0.9190938511326857,0.83769797710624,0.8919112383679313,0.9171410499683743,0.8605916829468617,0.902567478604345,0.7700007252866106,0.3998097653772987,0.0,0.0,0.0,,,0.38068709377901566,0.27325581395348847,0.4985282093213411,0.40034144259496185,0.3591989987484356,0.4841549295774649,0.9889956253100616,0.9890282131661444,0.9803921568627451,0.18518518518518517,0.6326530612244898,1.0,0.4146454889113889
0.9851132686084142,0.9124980398311902,0.9599141016463851,0.9550917141049967,0.9271560145127745,0.9552337063857801,0.7399724377705821,0.26252377932783766,0.0,0.0,0.0,,,0.3432373878056329,0.2267441860465116,0.3442354865085855,0.39265898420827733,0.5626676202395853,0.5158450704225354,0.9274342669011859,0.9278996865203764,0.9607843137254902,0.07407407407407407,0.663265306122449,1.0,0.23610669147742588
0.871197411003236,0.9421358005335289,0.91982820329277,0.8342820999367486,0.9466229416688435,0.9150757077024357,0.7210415608583033,0.33069118579581486,1.617669262127127e-05,0.125,0.037066666666666664,,,0.47260909935004625,0.494767441860465,0.576778413736713,0.33333333333332815,0.4439477918827106,0.48767605633802835,0.8929328462544535,0.8918495297805643,0.9607843137254902,0.07407407407407407,0.6938775510204083,1.0,0.5410673057000895
0.893851132686084,0.8264074016005872,0.879026485325698,0.8646426312460466,0.8505442366727617,0.8867676102699144,0.6923188510603632,0.2837666455294865,0.0,0.0,0.0,,,0.3574744661095637,0.316860465116279,0.4192559280457891,0.3448570209133569,0.21222957268013587,0.5281690140845072,0.9833130383800117,0.9822361546499478,0.9803921568627451,0.07407407407407407,0.7346938775510204,0.0,0.5215776202781046
0.9249190938511326,0.9061470911092606,0.9234073013600573,0.8956356736242884,0.9215043259835933,0.923633969716919,0.75237542609242,0.33322764743183264,0.003235338524254254,0.125,0.037066666666666664,,,0.3766635716496441,0.25581395348837205,0.39476696647587906,0.3704652155356361,0.3450741998927231,0.5404929577464791,0.9874171289406032,0.9869383490073145,1.0,0.037037037037037035,0.7653061224489796,0.0,0.49431210736387
0.9689320388349514,0.9322565469660828,0.9534717251252687,0.9538266919671093,0.9447390454924497,0.9578670177748518,0.7628200478371255,0.30025364616360173,0.00012402131009641308,0.125,0.037066666666666664,,,0.36304549675023207,0.3377906976744185,0.374652493867539,0.35936833119931355,0.4038977293044878,0.5246478873239437,0.9333423533125873,0.9326018808777431,1.0,0.07407407407407407,0.7653061224489796,0.0,0.6090669773223926
